Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
104,Robert Covington,SF-PF,33,TOT,29,6,488,43,98,.439,19,56,.339,24,42,.571,.536,22,26,.846,31,66,97,24,39,18,11,56,127,covinro01
104,Robert Covington,PF,33,LAC,3,3,69,3,9,.333,2,8,.250,1,1,1.000,.444,1,2,.500,2,6,8,7,6,2,0,7,9,covinro01
104,Robert Covington,SF,33,PHI,26,3,419,40,89,.449,17,48,.354,23,41,.561,.545,21,24,.875,29,60,89,17,33,16,11,49,118,covinro01
105,Torrey Craig,SF,33,CHI,33,8,694,71,167,.425,37,99,.374,34,68,.500,.536,21,27,.778,55,101,156,36,20,15,19,75,200,craigto01
106,Jae Crowder,PF,33,MIL,27,11,678,63,150,.420,34,98,.347,29,52,.558,.533,16,24,.667,12,85,97,43,22,6,15,45,176,crowdja01
107,Cade Cunningham,PG,22,DET,46,46,1557,385,850,.453,83,240,.346,302,610,.495,.502,168,196,.857,19,172,191,340,43,16,163,127,1021,cunnica01
108,Seth Curry,SG,33,TOT,41,3,557,72,183,.393,34,99,.343,38,84,.452,.486,22,25,.880,17,43,60,37,20,5,18,34,200,curryse01
108,Seth Curry,SG,33,DAL,36,3,457,54,145,.372,29,80,.363,25,65,.385,.472,17,19,.895,15,37,52,30,17,3,16,32,154,curryse01
108,Seth Curry,SG,33,CHO,5,0,100,18,38,.474,5,19,.263,13,19,.684,.539,5,6,.833,2,6,8,7,3,2,2,2,46,curryse01
109,Stephen Curry,PG,35,GSW,53,53,1769,480,1046,.459,262,633,.414,218,413,.528,.584,246,267,.921,24,199,223,269,44,20,160,95,1468,curryst01
110,Dyson Daniels,PG,20,NOP,52,15,1139,112,256,.438,32,110,.291,80,146,.548,.500,32,50,.640,51,140,191,136,72,21,52,84,288,daniedy01
111,Anthony Davis,C,30,LAL,55,55,1962,525,942,.557,19,70,.271,506,872,.580,.567,302,373,.810,168,506,674,201,62,133,114,131,1371,davisan02
112,Johnny Davis,SG,21,WAS,26,0,234,27,74,.365,2,12,.167,25,62,.403,.378,4,9,.444,11,22,33,9,9,2,7,23,60,davisjo06
113,JD Davison,SG,21,BOS,2,0,6,0,1,.000,0,1,.000,0,0,,.000,2,2,1.000,1,1,2,0,0,0,0,0,2,davisjd01
114,Dexter Dennis,SG,24,DAL,4,0,30,10,19,.526,1,8,.125,9,11,.818,.553,1,3,.333,1,8,9,4,0,1,3,1,22,dennide01
115,DeMar DeRozan,SF,34,CHI,55,55,2072,428,910,.470,52,154,.338,376,756,.497,.499,337,395,.853,33,193,226,290,62,33,84,119,1245,derozde01
116,Moussa Diabaté,C,22,LAC,10,0,58,9,18,.500,0,0,,9,18,.500,.500,9,12,.750,14,6,20,4,4,0,2,4,27,diabamo01
117,Mamadi Diakite,PF,27,SAS,3,0,16,4,5,.800,0,0,,4,5,.800,.800,4,6,.667,1,2,3,2,0,1,0,1,12,diakima01
118,Hamidou Diallo,SG,25,WAS,2,0,5,1,2,.500,0,0,,1,2,.500,.500,0,0,,2,0,2,1,2,0,1,1,2,diallha01
119,Gradey Dick,SG,20,TOR,36,1,558,75,178,.421,38,106,.358,37,72,.514,.528,23,25,.920,15,47,62,40,18,0,22,48,211,dickgr01
120,Ousmane Dieng,PF,20,OKC,29,0,326,43,101,.426,20,64,.313,23,37,.622,.525,14,16,.875,10,39,49,31,5,3,16,19,120,diengou01
121,Spencer Dinwiddie,PG,30,TOT,53,48,1599,204,528,.386,93,295,.315,111,233,.476,.474,127,162,.784,26,135,161,305,42,10,67,98,628,dinwisp01
121,Spencer Dinwiddie,PG,30,BRK,48,48,1474,195,499,.391,89,278,.320,106,221,.480,.480,125,160,.781,26,132,158,288,38,9,62,86,604,dinwisp01
121,Spencer Dinwiddie,PG,30,LAL,5,0,125,9,29,.310,4,17,.235,5,12,.417,.379,2,2,1.000,0,3,3,17,4,1,5,12,24,dinwisp01
122,Donte DiVincenzo,SG,27,NYK,56,38,1414,271,597,.454,172,414,.415,99,183,.541,.598,51,70,.729,42,142,184,136,65,21,65,110,765,divindo01
123,Luka Dončić,PG,24,DAL,49,49,1832,566,1150,.492,191,502,.380,375,648,.579,.575,357,458,.779,36,394,430,465,72,31,192,101,1680,doncilu01
124,Luguentz Dort,SF,24,OKC,55,55,1566,202,452,.447,108,267,.404,94,185,.508,.566,85,104,.817,59,149,208,74,49,39,49,166,597,dortlu01
125,Ayo Dosunmu,SG,24,CHI,55,16,1429,223,443,.503,78,187,.417,145,256,.566,.591,48,62,.774,36,108,144,138,45,25,61,114,572,dosunay01
126,Andre Drummond,C,30,CHI,57,9,951,188,340,.553,0,3,.000,188,337,.558,.553,86,151,.570,190,301,491,29,60,36,60,98,462,drumman01
127,Chris Duarte,SF,26,SAC,39,11,508,50,135,.370,26,77,.338,24,58,.414,.467,21,27,.778,16,56,72,33,20,2,20,63,147,duartch01
128,Kris Dunn,PG,29,UTA,50,27,909,113,232,.487,33,81,.407,80,151,.530,.558,17,25,.680,37,107,144,203,54,22,64,94,276,dunnkr01
129,Kevin Durant,PF,35,PHO,51,51,1892,517,976,.530,113,267,.423,404,709,.570,.588,279,323,.864,27,313,340,288,47,67,165,95,1426,duranke01
130,Jalen Duren,C,20,DET,41,40,1235,251,395,.635,0,3,.000,251,392,.640,.635,74,100,.740,135,356,491,103,18,35,80,135,576,durenja01
131,Tari Eason,PF,22,HOU,22,0,480,88,189,.466,18,50,.360,70,139,.504,.513,21,33,.636,46,107,153,27,31,19,20,51,215,easonta01
132,Anthony Edwards,SG,22,MIN,54,54,1894,494,1055,.468,139,362,.384,355,693,.512,.534,295,354,.833,30,259,289,281,66,27,173,104,1422,edwaran01
133,Kessler Edwards,SF,23,SAC,38,0,179,21,51,.412,12,33,.364,9,18,.500,.529,3,4,.750,5,23,28,9,4,4,1,17,57,edwarke02
134,Keon Ellis,SG,24,SAC,33,3,379,38,90,.422,27,73,.370,11,17,.647,.572,11,17,.647,9,32,41,38,14,13,17,46,114,elliske01
135,Joel Embiid,C,29,PHI,34,34,1157,402,754,.533,41,112,.366,361,642,.562,.560,356,403,.883,89,295,384,193,39,60,126,98,1201,embiijo01
136,Drew Eubanks,C,26,PHO,52,4,826,116,186,.624,3,3,1.000,113,183,.617,.632,53,72,.736,69,149,218,48,21,45,49,84,288,eubandr01
137,Tosan Evbuomwan,SF,22,TOT,5,0,82,6,17,.353,3,9,.333,3,8,.375,.441,0,0,,8,8,16,6,1,1,1,6,15,evbuoto01
137,Tosan Evbuomwan,SF,22,MEM,4,0,74,4,15,.267,2,8,.250,2,7,.286,.333,0,0,,8,6,14,6,0,1,1,5,10,evbuoto01
137,Tosan Evbuomwan,SF,22,DET,1,0,8,2,2,1.000,1,1,1.000,1,1,1.000,1.250,0,0,,0,2,2,0,1,0,0,1,5,evbuoto01
138,Dante Exum,PG,28,DAL,32,14,631,116,203,.571,31,65,.477,85,138,.616,.648,32,44,.727,18,71,89,91,18,5,27,51,295,exumda01
139,Bruno Fernando,C,25,ATL,20,1,191,34,64,.531,0,3,.000,34,61,.557,.531,23,38,.605,20,41,61,11,6,10,9,28,91,fernabr01
140,Dorian Finney-Smith,PF,30,BRK,47,36,1310,148,362,.409,91,244,.373,57,118,.483,.535,19,28,.679,77,142,219,64,34,28,38,110,406,finnedo01
141,Adam Flagler,SG,24,OKC,1,0,6,0,3,.000,0,3,.000,0,0,,.000,0,0,,0,0,0,1,0,0,0,0,0,flaglad01
142,Malachi Flynn,PG,25,TOT,49,0,572,70,175,.400,34,98,.347,36,77,.468,.497,27,35,.771,13,62,75,85,22,6,39,48,201,flynnma01
142,Malachi Flynn,PG,25,TOR,31,0,474,56,137,.409,28,80,.350,28,57,.491,.511,17,22,.773,13,52,65,73,18,6,33,42,157,flynnma01
142,Malachi Flynn,PG,25,NYK,14,0,60,9,23,.391,4,13,.308,5,10,.500,.478,9,11,.818,0,6,6,6,1,0,3,3,31,flynnma01
142,Malachi Flynn,PG,25,DET,4,0,38,5,15,.333,2,5,.400,3,10,.300,.400,1,2,.500,0,4,4,6,3,0,3,3,13,flynnma01
143,Simone Fontecchio,SF,28,TOT,55,38,1303,192,423,.454,103,264,.390,89,159,.560,.576,35,45,.778,56,138,194,84,34,18,53,89,522,fontesi01
143,Simone Fontecchio,SF,28,UTA,50,34,1160,161,358,.450,91,233,.391,70,125,.560,.577,32,40,.800,52,124,176,73,30,18,51,81,445,fontesi01
143,Simone Fontecchio,SF,28,DET,5,4,143,31,65,.477,12,31,.387,19,34,.559,.569,3,5,.600,4,14,18,11,4,0,2,8,77,fontesi01
144,Jordan Ford,PG,25,SAC,6,0,22,4,7,.571,2,3,.667,2,4,.500,.714,2,2,1.000,0,2,2,2,0,0,1,0,12,fordjo01
145,Trent Forrest,SG,25,ATL,20,0,210,15,47,.319,2,7,.286,13,40,.325,.340,8,10,.800,5,21,26,42,7,1,11,18,40,forretr01
146,Evan Fournier,SG,31,TOT,7,0,125,20,52,.385,11,34,.324,9,18,.500,.490,7,9,.778,2,17,19,6,8,1,7,10,58,fournev01
146,Evan Fournier,SG,31,NYK,3,0,39,4,20,.200,2,15,.133,2,5,.400,.250,2,2,1.000,0,4,4,3,4,0,1,4,12,fournev01
146,Evan Fournier,SG,31,DET,4,0,86,16,32,.500,9,19,.474,7,13,.538,.641,5,7,.714,2,13,15,3,4,1,6,6,46,fournev01
147,De'Aaron Fox,PG,26,SAC,50,50,1779,485,1033,.470,143,385,.371,342,648,.528,.539,232,327,.709,45,163,208,280,95,20,129,130,1345,foxde01
148,Javon Freeman-Liberty,PG,24,TOR,2,0,4,1,3,.333,0,0,,1,3,.333,.333,0,0,,1,0,1,0,0,0,0,0,2,freemja01
149,Alex Fudge,SF,20,LAL,4,0,14,1,6,.167,0,2,.000,1,4,.250,.167,2,2,1.000,2,0,2,0,0,0,1,1,4,fudgeal01
150,Markelle Fultz,PG,25,ORL,22,15,516,84,174,.483,1,8,.125,83,166,.500,.486,10,18,.556,32,46,78,78,28,8,25,35,179,fultzma01
151,Daniel Gafford,C-PF,25,TOT,50,47,1293,226,332,.681,0,0,,226,332,.681,.681,95,134,.709,149,258,407,74,46,106,51,159,547,gaffoda01
151,Daniel Gafford,C,25,WAS,45,45,1192,203,294,.690,0,0,,203,294,.690,.690,84,119,.706,131,230,361,69,44,97,46,147,490,gaffoda01
151,Daniel Gafford,PF,25,DAL,5,2,101,23,38,.605,0,0,,23,38,.605,.605,11,15,.733,18,28,46,5,2,9,5,12,57,gaffoda01
152,Danilo Gallinari,PF-SF,35,TOT,34,0,489,69,156,.442,27,77,.351,42,79,.532,.529,68,80,.850,15,76,91,46,9,5,14,37,233,gallida01
152,Danilo Gallinari,PF,35,WAS,26,0,385,57,131,.435,20,64,.313,37,67,.552,.511,47,56,.839,12,64,76,31,6,3,12,26,181,gallida01
152,Danilo Gallinari,SF,35,DET,6,0,90,12,22,.545,7,12,.583,5,10,.500,.705,21,24,.875,2,12,14,12,2,2,1,9,52,gallida01
152,Danilo Gallinari,SF,35,MIL,2,0,14,0,3,.000,0,1,.000,0,2,.000,.000,0,0,,1,0,1,3,1,0,1,2,0,gallida01
153,Darius Garland,PG,24,CLE,32,32,1031,212,452,.469,56,165,.339,156,287,.544,.531,103,120,.858,14,61,75,198,45,4,104,43,583,garlada01
154,Usman Garuba,PF,21,GSW,3,0,8,0,1,.000,0,0,,0,1,.000,.000,0,0,,1,0,1,1,1,0,0,2,0,garubus01
155,Luka Garza,C,25,MIN,14,0,40,11,25,.440,3,9,.333,8,16,.500,.500,8,12,.667,6,5,11,2,0,0,2,11,33,garzalu01
156,Kaiser Gates,SF,27,NOP,1,0,7,0,4,.000,0,2,.000,0,2,.000,.000,0,0,,0,1,1,0,0,0,0,0,0,gateska01
157,Keyonte George,PG,20,UTA,52,21,1308,196,503,.390,97,282,.344,99,221,.448,.486,117,143,.818,14,133,147,226,26,5,107,60,606,georgke01
158,Paul George,PF,33,LAC,52,52,1758,405,889,.456,169,428,.395,236,461,.512,.551,172,190,.905,28,250,278,190,83,20,106,150,1151,georgpa01
159,Taj Gibson,PF,38,NYK,16,1,165,7,23,.304,0,6,.000,7,17,.412,.304,2,2,1.000,10,18,28,9,2,6,5,28,16,gibsota01
160,Josh Giddey,SG,21,OKC,56,56,1388,256,573,.447,53,162,.327,203,411,.494,.493,68,82,.829,77,268,345,249,38,31,111,71,633,giddejo01
161,Harry Giles,C,25,BRK,16,0,81,22,44,.500,3,11,.273,19,33,.576,.534,7,13,.538,12,14,26,6,1,3,6,15,54,gilesha01
162,Shai Gilgeous-Alexander,PG,25,OKC,56,56,1932,615,1122,.548,71,187,.380,544,935,.582,.580,445,504,.883,48,261,309,370,120,51,121,140,1746,gilgesh01
163,Anthony Gill,PF,31,WAS,31,0,173,23,50,.460,3,13,.231,20,37,.541,.490,15,20,.750,14,25,39,14,7,6,15,12,64,gillan01
164,Collin Gillespie,PG,24,DEN,19,0,161,23,45,.511,11,24,.458,12,21,.571,.633,5,8,.625,1,11,12,16,10,0,10,18,62,gilleco01
165,Jacob Gilyard,PG,25,MEM,37,14,654,60,144,.417,51,120,.425,9,24,.375,.594,2,2,1.000,8,35,43,131,27,5,29,35,173,gilyaja01
166,Rudy Gobert,C,31,MIN,55,55,1840,286,441,.649,0,2,.000,286,439,.651,.649,182,283,.643,199,497,696,67,33,113,83,167,754,goberru01
167,Jordan Goodwin,PG,25,TOT,42,1,611,84,213,.394,25,85,.294,59,128,.461,.453,26,33,.788,43,84,127,84,26,10,31,45,219,goodwjo01
167,Jordan Goodwin,PG,25,PHO,40,0,558,75,193,.389,23,80,.288,52,113,.460,.448,25,29,.862,40,77,117,78,23,9,29,43,198,goodwjo01
167,Jordan Goodwin,PG,25,MEM,2,1,53,9,20,.450,2,5,.400,7,15,.467,.500,1,4,.250,3,7,10,6,3,1,2,2,21,goodwjo01
168,Aaron Gordon,PF,28,DEN,52,52,1637,284,515,.551,29,98,.296,255,417,.612,.580,122,191,.639,125,212,337,163,43,36,76,99,719,gordoaa01
169,Eric Gordon,SG,35,PHO,49,24,1460,223,488,.457,121,311,.389,102,177,.576,.581,44,54,.815,14,89,103,109,47,25,62,62,611,gordoer01
170,Devonte' Graham,PG,28,SAS,12,0,99,11,30,.367,7,22,.318,4,8,.500,.483,6,8,.750,2,14,16,19,3,1,3,4,35,grahade01
171,Jerami Grant,PF,29,POR,49,49,1666,360,795,.453,102,255,.400,258,540,.478,.517,237,293,.809,36,142,178,134,37,33,103,108,1059,grantje01
172,A.J. Green,SG,24,MIL,37,0,339,53,122,.434,45,107,.421,8,15,.533,.619,8,8,1.000,6,32,38,21,3,2,4,34,159,greenaj01
173,Danny Green,SG,36,PHI,2,0,18,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,2,2,1,1,0,0,1,0,greenda02
174,Draymond Green,PF,33,GSW,32,29,850,115,227,.507,36,81,.444,79,146,.541,.586,35,46,.761,40,178,218,189,26,29,78,98,301,greendr01
175,Jalen Green,SG,21,HOU,57,57,1729,348,855,.407,114,371,.307,234,484,.483,.474,197,246,.801,24,251,275,192,39,20,124,71,1007,greenja05
176,Jeff Green,PF,37,HOU,55,5,921,110,232,.474,25,83,.301,85,149,.570,.528,97,117,.829,33,88,121,47,9,23,39,79,342,greenje02
177,Josh Green,SG,23,DAL,44,27,1206,152,306,.497,66,156,.423,86,150,.573,.605,33,50,.660,29,116,145,113,36,7,49,90,403,greenjo02
178,AJ Griffin,SF,20,ATL,18,0,132,13,45,.289,9,33,.273,4,12,.333,.389,2,2,1.000,2,12,14,4,1,1,6,6,37,griffaj01
179,Quentin Grimes,SG,23,TOT,46,18,936,115,294,.391,78,217,.359,37,77,.481,.524,24,34,.706,14,76,90,56,32,4,22,67,332,grimequ01
179,Quentin Grimes,SG,23,NYK,45,18,910,113,286,.395,77,212,.363,36,74,.486,.530,24,34,.706,14,74,88,52,30,3,21,66,327,grimequ01
179,Quentin Grimes,SG,23,DET,1,0,26,2,8,.250,1,5,.200,1,3,.333,.313,0,0,,0,2,2,4,2,1,1,1,5,grimequ01
180,Mouhamadou Gueye,PF,25,TOR,1,0,6,1,3,.333,0,0,,1,3,.333,.333,0,0,,2,1,3,0,0,2,0,1,2,gueyemo01
181,Mouhamed Gueye,PF,21,ATL,2,0,4,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,0,0,0,1,0,0,1,0,gueyemo02
182,Rui Hachimura,PF,25,LAL,45,16,1108,207,401,.516,58,140,.414,149,261,.571,.589,69,95,.726,35,136,171,47,31,15,32,63,541,hachiru01
183,Ashton Hagans,PG,24,POR,6,1,73,7,17,.412,0,4,.000,7,13,.538,.412,2,4,.500,3,5,8,8,1,1,4,10,16,haganas01
184,Tyrese Haliburton,PG,23,IND,45,44,1441,353,714,.494,141,355,.397,212,359,.591,.593,134,157,.854,26,147,173,525,50,30,108,45,981,halibty01
185,R.J. Hampton,PG,22,MIA,8,2,76,4,14,.286,1,8,.125,3,6,.500,.321,1,2,.500,2,4,6,8,0,0,3,8,10,hamptrj01
186,Tim Hardaway Jr.,SF,31,DAL,54,10,1600,316,766,.413,168,464,.362,148,302,.490,.522,122,140,.871,17,177,194,91,29,4,56,83,922,hardati02
187,James Harden,PG,34,LAC,51,51,1765,257,579,.444,142,343,.414,115,236,.487,.566,228,259,.880,23,240,263,421,58,45,132,100,884,hardeja01
188,Jaden Hardy,SG,21,DAL,52,6,792,155,379,.409,70,189,.370,85,190,.447,.501,38,53,.717,15,86,101,85,17,4,39,57,418,hardyja02
189,Ron Harper Jr.,PF,23,TOR,1,0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,2,0,harpero02
190,Gary Harris,SG,29,ORL,35,8,797,85,193,.440,47,131,.359,38,62,.613,.562,27,35,.771,18,39,57,61,31,10,19,63,244,harriga01
191,Joe Harris,SG,32,DET,16,0,170,14,39,.359,10,30,.333,4,9,.444,.487,1,2,.500,3,10,13,10,3,2,4,19,39,harrijo01
192,Kevon Harris,SG,26,ORL,2,0,6,2,3,.667,0,0,,2,3,.667,.667,0,0,,0,2,2,1,0,0,1,3,4,harrike01
193,Tobias Harris,PF,31,PHI,51,51,1722,336,673,.499,58,170,.341,278,503,.553,.542,151,168,.899,54,256,310,168,53,29,71,86,881,harrito02
194,Shaquille Harrison,SG,30,MEM,3,0,6,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,2,2,0,0,1,0,0,2,harrish01
195,Josh Hart,SF,28,NYK,56,17,1699,176,408,.431,53,170,.312,123,238,.517,.496,51,61,.836,73,329,402,183,43,15,75,106,456,hartjo01
196,Isaiah Hartenstein,C,25,NYK,52,26,1315,144,232,.621,1,3,.333,143,229,.624,.623,74,103,.718,177,266,443,105,59,56,61,149,363,harteis01
197,Sam Hauser,SF,26,BOS,56,6,1187,156,346,.451,125,298,.419,31,48,.646,.632,15,17,.882,35,150,185,53,22,14,26,71,452,hausesa01
198,Jordan Hawkins,SG,21,NOP,51,10,1024,160,409,.391,100,269,.372,60,140,.429,.513,64,75,.853,27,107,134,63,17,5,37,66,484,hawkijo01
199,Jaxson Hayes,C,23,LAL,48,3,539,76,110,.691,0,7,.000,76,103,.738,.691,28,47,.596,39,75,114,22,24,19,22,81,180,hayesja02
200,Killian Hayes,PG,22,DET,42,31,1008,117,283,.413,22,74,.297,95,209,.455,.452,33,50,.660,11,108,119,205,36,20,51,75,289,hayeski01
201,Gordon Hayward,SF,33,TOT,28,25,838,142,309,.460,22,61,.361,120,248,.484,.495,64,83,.771,28,103,131,119,28,12,52,46,370,haywago01
201,Gordon Hayward,SF,33,CHO,25,25,798,139,297,.468,22,61,.361,117,236,.496,.505,62,81,.765,25,92,117,116,28,12,51,46,362,haywago01
201,Gordon Hayward,SF,33,OKC,3,0,40,3,12,.250,0,0,,3,12,.250,.250,2,2,1.000,3,11,14,3,0,0,1,0,8,haywago01
202,Scoot Henderson,PG,19,POR,43,16,1160,190,506,.375,52,168,.310,138,338,.408,.427,121,148,.818,38,89,127,202,24,10,127,129,553,hendesc01
203,Taylor Hendricks,PF,20,UTA,19,2,302,38,92,.413,17,56,.304,21,36,.583,.505,7,9,.778,21,40,61,9,11,10,15,27,100,hendrita01
204,Tyler Herro,SG,24,MIA,36,36,1209,283,648,.437,117,293,.399,166,355,.468,.527,66,79,.835,18,173,191,158,29,3,77,51,749,herroty01
205,Buddy Hield,SF-SG,31,TOT,59,35,1584,277,619,.447,165,421,.392,112,198,.566,.581,31,37,.838,38,154,192,180,51,32,79,126,750,hieldbu01
205,Buddy Hield,SF,31,IND,52,28,1336,229,517,.443,137,357,.384,92,160,.575,.575,28,33,.848,34,133,167,139,43,31,62,103,623,hieldbu01
205,Buddy Hield,SG,31,PHI,7,7,248,48,102,.471,28,64,.438,20,38,.526,.608,3,4,.750,4,21,25,41,8,1,17,23,127,hieldbu01
206,Haywood Highsmith,PF,27,MIA,41,24,867,87,204,.426,45,121,.372,42,83,.506,.537,21,26,.808,35,82,117,43,39,21,25,81,240,highsha01
207,Nate Hinton,SG,24,HOU,11,0,58,10,20,.500,7,11,.636,3,9,.333,.675,4,5,.800,3,9,12,6,2,2,2,10,31,hintona01
208,D'Moi Hodge,SG,25,LAL,7,0,41,5,15,.333,3,12,.250,2,3,.667,.433,1,2,.500,0,0,0,5,1,1,1,4,14,hodgedm01
209,Aaron Holiday,PG,27,HOU,54,1,942,137,299,.458,66,161,.410,71,138,.514,.569,40,45,.889,15,81,96,101,30,4,44,86,380,holidaa01
